SiteID,Date,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,TP
Agri_Land_TP,08-05-2018,1000.015677,784.4569604,680.6124729,511.2136016,497.7875955,409.1131,425.7749971,376.0573481,369.1950747,228.8782351,10.87931821,235.0306122,173.5212062,0.129
Agri_Land_TP,05-06-2018,1075.41615,833.5628444,716.4537707,510.3544249,531.0276343,478.1217287,491.8629477,447.2435434,441.8956612,272.4536846,14.20265152,298.0613809,225.9155475,0.103
Agri_Land_TP,10-07-2018,1033.910947,789.1236758,664.8455344,430.6284127,515.8272328,435.0523211,447.3178021,386.2844716,361.9137456,185.3847644,6.615623116,186.9286453,146.3081991,0.258
Agri_Land_TP,07-08-2018,1510.622871,1199.4552,946.8645533,723.9975111,743.6423893,794.0280325,801.3183128,705.5969348,697.2152214,320.332853,9.21351847,251.8269583,142.9104008,0.315
Agri_Land_TP,11-09-2018,1043.856781,812.1179873,681.5715732,455.431391,519.3025593,450.7541932,459.4658762,399.3175246,368.768797,211.9105697,6.589068826,148.2544824,98.30241469,0.202
Agri_Land_TP,16-10-2018,1043.786021,781.5269254,589.844924,415.1353523,389.099613,308.3609663,307.0158542,272.3194228,253.9392702,211.5684151,9.364217768,155.8368893,104.210754,0.08
Agri_Land_TP,13-11-2018,1230.962635,918.0996571,678.0281261,480.4725905,444.104059,360.7498336,355.561857,315.859395,297.8738291,241.6542458,14.63413011,185.3076214,123.6211547,0.066
Agri_Land_TP,04-12-2018,3077.739833,3143.017328,2837.171713,2928.018345,2585.321015,2605.748453,2638.18272,2869.689484,2595.022567,1137.076452,12.54020423,359.8216338,272.9334939,0.099
Agri_Land_TP,12-03-2019,4648.924452,5089.790957,4858.32617,5165.070443,4944.539862,4992.829406,4937.309768,5031.956598,4786.496646,2437.681137,30.33087807,465.4569317,413.8027691,0.149
Agri_Land_TP,16-04-2019,987.500249,792.0791177,688.9825234,529.5474009,524.5462059,373.346196,377.1137224,331.144991,302.3095499,164.2208723,7.3389763,200.8411173,144.0421231,0.087
Agri_Land_TP,07-05-2019,1075.908242,821.0499292,661.5847656,497.56687,476.55073,420.9471447,437.3020083,396.5613565,385.9132323,278.6071583,17.23378303,248.6651882,163.6876425,0.082
Agri_Land_TP,04-06-2019,1047.482824,803.3008553,658.9596468,479.5673243,457.2020763,402.5772919,422.4966545,364.0099331,372.6659999,207.2980617,9.042181141,225.587087,158.8067531,0.123
Agri_Land_TP,09-07-2019,987.1418486,755.3932605,646.0787839,412.0889495,517.0390625,429.7535768,439.6898532,381.2772026,347.2612011,196.3793298,9.62283509,163.1028803,110.9011672,0.225
Agri_Land_TP,07-08-2019,1037.998403,762.3470622,624.2115801,392.926526,512.5441529,431.4322875,443.659555,385.9256132,356.7434113,191.1970907,11.77940673,182.1837992,116.6085568,0.376
Agri_Land_TP,10-09-2019,1133.283654,1005.254933,806.4486139,630.3800574,610.1823177,597.2197178,594.3834291,714.5143606,533.8080669,282.32249,75.81768232,422.3182443,247.1144481,0.376
Agri_Land_TP,08-10-2019,999.636084,752.6625875,559.4133892,380.0804921,391.456122,340.5411295,338.7143512,304.6811073,283.7173614,222.464433,11.17184739,161.758131,104.032066,0.399
Agri_Land_TP,05-11-2019,1153.24615,889.4201663,702.5356556,518.8786066,479.8019304,370.8075008,368.979695,325.3547592,305.4413441,206.0726204,11.08509601,172.4078961,113.27567,0.138
Agri_Land_TP,11-02-2020,1249.058731,999.0660487,797.9510451,659.7457312,644.3872293,483.6602057,469.179007,438.0958457,384.3991631,253.5749052,12.96551207,245.898938,178.2488836,0.129
Agri_Land_TP,17-03-2020,1087.509784,844.0302098,702.4697463,557.6106372,582.4944154,439.8958489,438.475199,401.7395013,356.7700849,232.7962711,12.77292116,212.4626446,155.5504815,0.048
Agri_Land_TP,19-04-2020,1083.786898,855.9282318,721.886367,579.1837496,570.1468395,430.3425754,434.0901607,397.8054151,361.4844853,293.4195486,20.45082829,267.890496,187.5875332,0.081
Agri_Land_TP,09-06-2020,1095.107544,848.2691301,687.6428022,490.6278676,462.521786,422.8542725,442.5227868,406.7843726,394.5561201,286.8939954,31.56143187,252.3079292,180.317552,0.37
Agri_Land_TP,07-07-2020,1054.591406,798.1887229,655.1469531,438.841067,466.1822538,408.5298698,419.7352847,366.7706653,357.4483667,226.8723345,10.31131699,211.2415143,142.9761601,0.229
Agri_Land_TP,04-08-2020,1047.061988,774.2293035,614.9981351,410.8602935,467.0415957,419.2501824,430.3755372,373.0253791,363.063245,213.5139869,10.70372172,185.4043623,120.8331306,0.349
Agri_Land_TP,02-09-2020,1295.75218,1033.053038,866.0245046,623.1334214,741.0748349,688.1823646,701.5689564,606.0354029,586.1177015,252.9157199,10.32681638,226.9027741,128.9810436,0.204
Agri_Land_TP,06-10-2020,1345.873081,1050.595902,826.6089987,613.7333122,629.6946909,618.4840867,618.9113153,547.2345796,530.7615477,326.1285734,11.85139417,185.7931629,108.5516124,0.27
Agri_Land_TP,17-11-2020,1329.574878,1025.078435,785.4130725,617.1885282,598.7883059,469.0202312,458.1244998,416.0573144,378.8911072,301.7731881,22.75620276,172.1481992,106.6476212,0.14
Agri_Land_TP,08-12-2020,1374.688839,1064.694898,810.1840999,635.8953182,603.5090257,452.4736647,436.3283465,390.5554319,355.5717112,255.724695,12.44296076,182.5750082,119.8455737,0.168
